cat,0.9945233,0.9945233
mammal,0.925104,0.925104
small,0.92470914,0.92470914
cats,0.92470914,0.92470914
cat,0.90607536,0.90607536
mammal,0.90607536,0.90607536
whiskers,0.88638425,0.88638425
kitten,0.84856594,0.84856594
norwegian,0.724946,0.724946
cat,0.724946,0.724946
fur,0.71797246,0.71797246
domestic,0.7154493,0.7154493
cat,0.7154493,0.7154493
british,0.6758141,0.6758141
longhair,0.6758141,0.6758141
